Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied
TXN_2258558,CUST_17,???,,192.67403357781262,N/A,N/A,,In-store,,
TXN_9350176,CUST_21,Furniture,Item_2_FUR,6.5,error,error,,In-store,2008-05-06,no
TXN_9173957,CUST_09,Furniture,Item_21_FUR,259.96367884601574,error,245.0,???,Online,2028-03-01,
TXN_2097083,CUST_02,Milk Products,Item_13_MILK,-23.0,,184.0,DEBIT,Loc_X,2008-06-12,True
TXN_5000699,CUST_14,undefined,item_x,unknown,,-201.0,Credit Card,In-store,2022-05-01,Y
TXN_1208593,CUST_21,Patisserie,,20.0,35.0,,DEBIT,In-store,04-04-1990,
TXN_2682307,,Misc,Item_10_CEA,18.5,unknown,166.5,Digital Wallet,Online,2027-07-12,
TXN_5634676,CUST_18,N/A,undefined,-27.818118113236178,-6.0,659.8076658270796,Cash,Online,2023-05-25,
TXN_9115901,CUST_10,,,207.1603193364142,,183.0,???,Online,1995-06-27,True
TXN_5928216,CUST_13,Butchers,Item_13_BUT,23.0,10.0,unknown,Credit Card,In-store,2024-05-18,False
TXN_1153704,CUST_10,???,item_x,23.0,1.0,$$$,,In-store,2022-01-02,
,CUST_08,,PHON3,35.0,10.0,350.0,Credit Card,In-store,2012-09-14,True
TXN_7673761,CUST_25,,Item_11_FOOD,error,10.0,532.6669843056159,Digital Wallet,Online,19-09-2023,False
TXN_3892960,CUST_17,Beverages,N/A,166.74167394995317,9.0,unknown,Cash,In-store,2027-01-22,False
TXN_5646983,CUST_19,Butchers,UNKNOWN,29.0,unknown,error,,Online,2023-07-01,True
TXN_5151843,CUST_16,Furniture,N/A,,2.0,,Cash,Online,02.02.2028,True
TXN_8356888,CUST_08,,Item_14_BEV,289.4576838496907,54.0,147.0,Credit Card,Online,09-04-2027,True
TXN_1178538,CUST_22,Milk Products,Item_6_MILK,error,,$$$,,???,2022-06-08,False
TXN_7721253,CUST_01,Milk Products,Laptoppp,240.22695410923063,46.0,-241.31206423970718,Cash,Online,2024/01/06,
TXN_7974413,CUST_13,,Item_15_EHE,26.0,,130.0,,Online,2024-07-12,True
TXN_5597551,CUST_03,undefined,???,$$$,5.0,55.0,Wiretransfer,In-store,1990-04-07,
TXN_5353177,,,Laptoppp,200.64317916192903,,919.3884543119296,Cash,,2027-06-17,N
TXN_8620953,CUST_14,,Item_17_FUR,$$$,6.0,174.0,Digital Wallet,Online,2022-11-10,
TXN_4635088,CUST_11,UNKNOWN,N/A,27.5,N/A,82.5,Digital Wallet,In-store,2022-12-08,False
TXN_6293942,CUST_13,,Item_8_BEV,N/A,3.0,1377.7011085336444,,In-store,2022-04-05,False
TXN_9937951,cust_1609,Milk Products,???,N/A,2.0,73.0,Cash,Online,2022-09-20,True
TXN_9328310,cust_1821,Computers and electric accessories,Item_9_CEA,17.0,N/A,17.0,DEBIT,In-store,,
TXN_7958601,CUST_08,Milk Products,Laptoppp,error,1.0,950.955337077051,,Online,11.06.2022,True
TXN_2794565,CUST_17,Other,,,,,Credit Card,In-store,11-03-2023,True
TXN_2605841,CUST_08,,Item_18_CEA,30.5,error,,N/A,Online,2027-12-13,False
TXN_6339738,CUST_25,,Item_12_BUT,21.5,7.0,506.354297071341,Cahs,In-store,2022-04-01,
TXN_7119158,CUST_13,,,$$$,30.0,11.0,Cash,In-store,01/01/2023,
TXN_5879899,CUST_21,Furniture,Item_23_FUR,-38.0,7.0,611.4927515715775,,In-store,,
TXN_3368057,CUST_04,Beverages,Item_14_BEV,N/A,42.0,,,Online,,False
TXN_9999729,CUST_15,???,PHON3,error,error,unknown,,In-store,28.10.2022,
TXN_5701600,CUST_18,,,5.0,N/A,N/A,Credit Card,In-store,01-06-2022,True
TXN_5760846,CUST_19,Other,Item_4_EHE,$$$,error,error,N/A,Online,2026-05-12,
TXN_3290537,CUST_08,Other,Item_5_CEA,unknown,,unknown,Digital Wallet,Online,2024/08/29,True
TXN_9824720,CUST_11,Patisserie,Item_23_PAT,285.96695163040744,1.0,-66.19922343548112,Credit Card,Online,2024-05-20,False
TXN_5369691,CUST_24,Misc,Item_6_FOOD,,,unknown,Cash,Online,2022-02-16,
TXN_5258958,CUST_07,Butchers,Item_11_BUT,,N/A,200.0,,Online,2026-08-08,
TXN_4740770,CUST_09,Food,Laptoppp,N/A,N/A,77.5,???,In-store,2026-12-19,False
TXN_7551197,CUST_04,Food,???,293.043044441162,7.0,unknown,Cahs,In-store,,no
,CUST_22,???,Item_6_FUR,$$$,,unknown,Credit Card,Online,16.05.2022,False
TXN_4854437,CUST_03,Misc,,-2.965810209955073,N/A,error,,Online,2026-08-22,
TXN_1833797,,undefined,,unknown,,,Digital Wallet,In-store,01/01/2023,False
,CUST_05,Beverages,Item_16_BEV,,-7.0,N/A,Digital Wallet,Online,2023-12-30,False
TXN_4954219,CUST_03,Patisserie,,21.5,8.0,-203.6350246880959,,In-store,2027-11-13,
TXN_7274761,CUST_11,Other,,,unknown,180.0,Digital Wallet,In-store,2023/01/25,False
TXN_3279700,CUST_12,cat1,,14.0,5.0,unknown,,Online,2023-08-05,
TXN_6321793,CUST_24,N/A,Item_13_EHE,$$$,6.0,419.68228606110785,Cahs,Online,,True
TXN_3297253,CUST_15,Electric household essentials,Item_23_EHE,-9.247306439447234,1.0,,Cahs,Online,2023-11-20,False
TXN_2269494,CUST_11,,Item_19_CEA,32.0,52.0,320.0,Digital Wallet,Online,30-11-2023,True
TXN_3759701,CUST_06,Misc,Item_16_MILK,$$$,unknown,$$$,N/A,In-store,26/06/2022,True
TXN_7394333,CUST_13,Patisserie,Item_4_PAT,163.51117265704772,43.0,error,Digital Wallet,Online,,True
TXN_8689868,CUST_18,undefined,Item_11_BUT,20.0,unknown,55.852082621209,DEBIT,In-store,,
TXN_8815455,CUST_18,,Item_14_BEV,24.5,N/A,-49.0,Digital Wallet,Online,2028-03-15,False
TXN_8296076,CUST_09,Other,,,-10.0,$$$,Digital Wallet,Online,,yes
TXN_1544024,CUST_20,Patisserie,Item_17_PAT,186.45569672528333,,1435.4170123338629,Wiretransfer,Online,2027-04-24,
TXN_5434897,CUST_25,Butchers,item_x,$$$,34.0,38.0,Cash,In-store,2023-03-21,False
TXN_2777924,CUST_17,???,Item_6_MILK,error,5.0,-62.5,Cash,In-store,2024-10-26,
,CUST_06,Furniture,Tableet,error,53.0,38.030846802706506,Credit Card,UNKNOWN,02-05-2024,True
TXN_6657037,CUST_08,Misc,Item_20_FOOD,271.50174093941087,31.0,,Cash,Online,2022-04-14,True
TXN_7691551,CUST_22,Butchers,Item_23_BUT,,unknown,,N/A,Online,2023-11-25,True
TXN_4240515,CUST_09,,???,error,-2.0,unknown,Credit Card,Online,,True
TXN_1565935,CUST_21,Milk Products,N/A,27.5,3.0,82.5,DEBIT,Online,2023-06-29,False
TXN_4918465,CUST_13,Butchers,,41.0,,-205.0,undefined,In-store,27.01.2024,True
TXN_5841884,,Milk Products,Item_2_MILK,212.88243887647997,error,45.5,Digital Wallet,Online,2024-04-13,True
TXN_8584185,CUST_08,Patisserie,Item_25_PAT,217.72790644076522,4.0,-637.6455552365707,Credit Card,Online,2022-02-11,False
TXN_2501720,,UNKNOWN,UNKNOWN,-5.0,9.0,86.27618879265977,Digital Wallet,Online,2022-06-23,False
TXN_4467507,CUST_01,,,-98.25221762948736,31.0,82.0,Credit Card,Online,2023-07-24,True
TXN_7376932,CUST_15,Milk Products,Item_1_MILK,5.0,-3.0,unknown,Credit Card,In-store,12.02.2024,
TXN_6505976,CUST_16,UNKNOWN,???,-32.0,52.0,-483.8993269542452,Digital Wallet,In-store,06-17-2026,True
TXN_5821224,CUST_11,,,183.3903276164145,unknown,$$$,Creditt Card,In-store,2009-08-04,True
TXN_9758765,CUST_07,Electric household essentials,Item_25_EHE,,1.0,41.0,Cash,N/A,,
TXN_3928788,CUST_23,Misc,Item_14_FOOD,24.5,8.0,,Credit Card,???,2024-04-29,False
TXN_9110939,CUST_14,Butchers,,8.0,unknown,,Digital Wallet,Online,2023-05-06,
TXN_1611531,CUST_13,Electric household essentials,Item_17_EHE,$$$,-3.0,87.0,DEBIT,In-store,2024-06-29,
TXN_3303315,CUST_17,Furniture,,-38.0,-9.0,N/A,,Online,2027/04/22,
TXN_8826135,CUST_01,,???,273.8546520243716,unknown,,Credit Card,Online,25/05/2024,False
TXN_2422679,CUST_07,???,Item_10_CEA,unknown,32.0,-74.0,,Online,2027-09-11,
TXN_2722661,CUST_25,Butchers,Item_22_BUT,N/A,unknown,109.5,Cash,Online,2008-12-18,False
TXN_2664086,CUST_15,Electric household essentials,Item_7_EHE,error,error,unknown,Credit Card,Online,2022-04-30,True
TXN_4489065,CUST_22,Beverages,Item_22_BEV,36.5,error,4824.497808961051,Digital Wallet,Online,2024-08-16,
TXN_9035158,CUST_17,CAT_X,Laptoppp,203.58600922084136,2.0,1418.0749564342693,Digital Wallet,In-store,,
TXN_6001621,CUST_15,Furniture,UNKNOWN,15.5,N/A,1139.0420632114933,Credit Card,In-store,1994-02-15,
TXN_9829192,CUST_21,N/A,,unknown,N/A,unknown,Credit Card,Online,2023-03-10,False
TXN_6792337,cust_2375,Milk Products,Item_19_MILK,unknown,,91.34065408988991,Digital Wallet,In-store,09.02.2022,
TXN_4622617,CUST_17,CAT_X,Item_12_BEV,21.5,N/A,1320.2053966246133,N/A,,,0
TXN_5025168,CUST_01,Butchers,,error,-5.0,error,Digital Wallet,In-store,07-28-2022,
TXN_4665128,CUST_05,Beverages,Item_9_BEV,-64.71847676491724,9.0,N/A,N/A,,,
TXN_8674521,CUST_19,Food,N/A,12.5,,112.5,,Online,2023-01-22,
,cust_4814,Food,,$$$,,46.0,,,01/01/2023,True
TXN_9614858,CUST_12,,,$$$,error,132.78197508268863,,In-store,14-02-2023,
,CUST_25,Furniture,,N/A,unknown,-357.15602766512393,Wiretransfer,Online,2022-11-07,
TXN_7586988,CUST_22,Beverages,Item_2_BEV,-91.27483561788804,3.0,36.534574046244096,Cash,Online,,
TXN_5528637,CUST_22,,UNKNOWN,,39.0,-335.0,,Online,2023-02-22,False
TXN_4992740,CUST_25,Milk Products,Laptoppp,unknown,6.0,,Cash,Online,2023-11-28,
TXN_1102901,CUST_16,,,,10.0,1408.5360662551666,Cash,Online,1997-01-06,True
TXN_6251701,CUST_07,Food,N/A,$$$,,,Cash,Online,25/06/2024,
TXN_4129783,CUST_10,Milk Products,N/A,,,10.0,,In-store,2024-12-26,
TXN_5530234,CUST_10,,,29.0,-8.0,-232.0,undefined,Online,2023-06-30,True
TXN_9824897,CUST_13,,,5.0,,,Credit Card,In-store,2003-08-15,False
TXN_3406456,CUST_16,N/A,Item_1_PAT,5.0,unknown,35.0,Wiretransfer,Online,,
TXN_9185602,CUST_04,,Item_15_EHE,-26.0,43.0,,paypal,Online,,True
TXN_7428897,CUST_16,,Item_25_FUR,41.0,unknown,unknown,Credit Card,In-store,2022-04-14,True
TXN_3490623,CUST_09,N/A,UNKNOWN,15.5,2.0,N/A,Wiretransfer,Online,2027-06-12,
,CUST_05,Butchers,,error,3.0,,paypal,In-store,,True
TXN_3377748,CUST_16,Electric household essentials,Item_8_EHE,,,62.0,,In-store,2027-03-04,
TXN_9869914,CUST_15,Patisserie,PHON3,283.0473806399346,10.0,1351.8647018958927,DEBIT,In-store,2026-07-18,False
TXN_6794150,CUST_12,Computers and electric accessories,Laptoppp,23.0,-10.0,unknown,Digital Wallet,In-store,2023-12-25,
TXN_2524809,CUST_12,Misc,,234.75697065663365,1.0,unknown,undefined,In-store,2024-02-13,
TXN_5992097,CUST_17,,Tableet,,,1080.303110954332,undefined,N/A,2027-08-29,
TXN_4766823,CUST_06,Food,Item_10_FOOD,18.5,6.0,186.15263779833438,,N/A,2023-04-11,
TXN_4452566,CUST_15,Beverages,Item_4_BEV,,N/A,76.0,Digital Wallet,In-store,07-01-2022,no
TXN_2763819,CUST_03,Beverages,,39.5,N/A,-212.45212921966672,Digital Wallet,In-store,2026-12-17,
TXN_9038879,CUST_16,Butchers,Item_15_BUT,26.0,unknown,,,Online,2022-03-22,True
TXN_4167160,CUST_01,UNKNOWN,Item_11_CEA,error,37.0,,paypal,In-store,2026-11-08,False
TXN_8786976,,UNKNOWN,PHON3,,51.0,5.0,,Online,2022-04-12,
TXN_1380719,CUST_18,,,-41.0,-7.0,error,Digital Wallet,Online,2024-05-07,
TXN_5769114,CUST_21,Milk Products,,N/A,N/A,98.0,,In-store,2023-09-20,True
TXN_1521020,CUST_03,Computers and electric accessories,PHON3,26.0,,unknown,Digital Wallet,Online,,True
TXN_4226051,CUST_02,Food,Item_14_FOOD,,,error,N/A,In-store,2024-01-09,False
TXN_1489487,CUST_09,Milk Products,,12.5,,125.0,Credit Card,In-store,14/02/2028,True
TXN_5493009,CUST_10,Food,,,-8.0,172.0,Credit Card,Online,2022-01-17,
TXN_3813656,CUST_02,Beverages,,204.9343236328195,,N/A,Credit Card,In-store,,False
TXN_2588792,2891,Furniture,,18.5,N/A,unknown,N/A,Online,2023/06/13,
TXN_4609121,CUST_05,Electric household essentials,Item_11_EHE,unknown,,40.0,Credit Card,In-store,2024-11-13,False
TXN_4055976,CUST_05,Milk Products,Laptoppp,32.0,4.0,128.0,Cash,,,False
TXN_8403668,CUST_22,Furniture,Item_23_FUR,-81.28557165387593,unknown,114.0,Credit Card,In-store,2003-02-13,False
TXN_9574817,CUST_11,Food,,23.0,-6.0,$$$,Cash,In-store,2008-02-23,0
TXN_8285743,CUST_16,Patisserie,,33.5,unknown,$$$,,Online,2023-02-17,True
TXN_5283369,CUST_06,???,undefined,N/A,,77.0,Credit Card,Online,,True
TXN_2573458,CUST_08,,Item_15_BUT,26.0,10.0,1545.131564304629,Cash,Online,01/01/2023,
TXN_9183760,CUST_12,,Item_16_EHE,,,unknown,Digital Wallet,In-store,1990-11-04,yes
TXN_3762758,CUST_03,,Item_24_FUR,213.01532557277287,2.0,unknown,,In-store,01/01/2023,
TXN_9663281,CUST_10,,UNKNOWN,-9.5,error,,,In-store,2027-12-28,
TXN_6272504,CUST_14,undefined,,N/A,,,Digital Wallet,In-store,,
TXN_3747234,CUST_13,Milk Products,PHON3,12.5,unknown,,undefined,Online,2023-09-04,False
TXN_7282375,CUST_17,,Item_4_BEV,9.5,-7.0,$$$,,Online,2027-02-27,False
TXN_2370062,CUST_10,Milk Products,,N/A,error,280.3746454408548,Digital Wallet,Online,24-05-2023,False
TXN_2314837,CUST_08,N/A,Item_20_FOOD,N/A,10.0,,Credit Card,Online,21.12.2027,
TXN_6734375,CUST_23,Electric household essentials,,unknown,8.0,160.0,Credit Card,In-store,2023-08-18,False
TXN_4797230,CUST_20,Electric household essentials,undefined,21.5,unknown,unknown,???,In-store,2014-04-11,True
TXN_8634272,CUST_03,Patisserie,Item_8_PAT,15.5,-2.0,error,Credit Card,In-store,2026-11-04,False
TXN_8053690,CUST_01,Beverages,Item_2_BEV,error,58.0,51.77995746749816,,In-store,1990-09-04,False
TXN_8949747,CUST_21,Milk Products,Item_11_MILK,-20.0,10.0,,Digital Wallet,Online,29.01.2022,False
TXN_2906236,CUST_14,Patisserie,Item_20_PAT,33.5,5.0,167.5,Credit Card,In-store,2023-11-25,True
TXN_2953434,CUST_25,Furniture,Item_25_FUR,41.0,10.0,-302.9374080905423,Credit Card,In-store,2027-02-10,
TXN_4929314,CUST_24,,,,,-223.14085757350978,,Online,2022-11-13,
TXN_2823534,CUST_06,Food,,error,,,Digital Wallet,In-store,,
TXN_9951016,CUST_25,Patisserie,Item_2_PAT,6.5,,19.5,Cash,Online,,False
TXN_2845336,CUST_23,Patisserie,,-36.5,unknown,109.5,,In-store,02-10-2022,
TXN_3964699,CUST_15,Patisserie,,29.0,49.0,,Creditt Card,In-store,19.12.2023,
TXN_7466675,CUST_04,Food,Item_12_FOOD,unknown,5.0,error,N/A,Online,,
TXN_6039588,CUST_01,,,24.5,7.0,error,Credit Card,,2024-03-02,True
,CUST_18,Furniture,UNKNOWN,17.0,,,Digital Wallet,In-store,22-09-2004,False
TXN_9263121,CUST_20,N/A,,,N/A,823.9176432683169,Credit Card,In-store,2019-12-03,False
TXN_7520240,CUST_12,Beverages,,-21.5,error,,Cash,In-store,2024-02-04,
TXN_4699053,CUST_12,???,Item_17_FUR,29.0,7.0,,Cahs,In-store,2024-11-04,
TXN_6218720,CUST_20,Beverages,Item_7_BEV,error,8.0,$$$,Cahs,In-store,2023/06/01,
TXN_5926411,CUST_06,UNKNOWN,Item_25_FUR,254.62142383587246,3.0,123.0,???,In-store,2024-12-26,False
TXN_2924284,CUST_08,Beverages,,29.0,-10.0,-290.0,Credit Card,Online,,
TXN_1393018,CUST_01,cat1,Item_5_CEA,unknown,,44.0,Credit Card,N/A,,False
TXN_8971441,CUST_23,Furniture,UNKNOWN,11.0,,22.0,undefined,In-store,2024-11-27,1
TXN_6553826,CUST_14,Other,Item_13_FOOD,error,9.0,error,,Loc_X,2027-09-24,True
TXN_5721746,CUST_07,,,-46.888198293689385,unknown,129.5,,In-store,,False
TXN_9178438,CUST_04,,Item_9_BEV,17.0,,error,,Online,2023-01-20,N
TXN_4048563,CUST_24,,Item_19_CEA,error,-4.0,,DEBIT,UNKNOWN,2026-12-09,False
TXN_4421008,CUST_24,Butchers,,,3.0,15.0,Credit Card,In-store,2024-02-12,False
TXN_3782657,CUST_15,Electric household essentials,???,error,5.0,145.0,paypal,Online,2025-01-03,False
TXN_3003224,CUST_24,undefined,Item_9_FOOD,error,error,153.0,Cash,In-store,,True
TXN_1659323,CUST_20,Patisserie,Item_17_PAT,29.0,42.0,58.0,,Online,2023-12-10,
TXN_1500879,CUST_07,Furniture,Item_25_FUR,N/A,error,,,Online,2024-11-12,
TXN_3868370,CUST_10,,Item_13_EHE,244.60720419967635,3.0,,Credit Card,Online,2026-07-23,False
TXN_1248451,CUST_06,Beverages,,unknown,48.0,-79.0,,Online,2007-09-23,True
TXN_1974758,CUST_04,Beverages,Item_12_BEV,168.9728624799852,2.0,-43.0,Cash,In-store,2022-07-31,True
TXN_7872818,CUST_25,Misc,Laptoppp,15.5,,124.0,,,2024-12-21,True
TXN_2913442,CUST_05,Butchers,,,,1277.5727974994238,,Online,05-12-2023,True
TXN_2721068,CUST_15,Electric household essentials,,N/A,error,error,Cash,In-store,2023-01-03,False
TXN_8285503,cust_9922,Computers and electric accessories,Item_12_CEA,21.5,9.0,-689.2517546480897,Cash,Online,2022-07-12,
TXN_8282608,CUST_14,,Item_20_MILK,33.5,10.0,-335.0,Digital Wallet,Online,,
TXN_5235086,CUST_18,Electric household essentials,Item_8_EHE,error,6.0,-27.70317056603527,Digital Wallet,In-store,2022-01-15,False
TXN_3513596,CUST_08,,PHON3,$$$,1.0,error,Credit Card,Online,2022-06-12,
TXN_3909836,CUST_14,Patisserie,,error,,1548.0462662690065,Credit Card,In-store,2026-09-06,Y
TXN_9333110,CUST_15,cat1,item_x,275.16604795102455,-2.0,22.0,,In-store,03/07/2024,False
TXN_9923886,CUST_08,,,$$$,7.0,140.0,Cash,Online,2024-08-08,False
TXN_8655955,CUST_09,CAT_X,Item_24_BEV,error,,237.0,,Online,2023-04-29,False
TXN_8575100,CUST_16,Furniture,,,-10.0,N/A,Cash,In-store,,Y
TXN_3314427,CUST_03,Butchers,Item_12_BUT,error,,2126.15035986665,,In-store,2023-09-22,1
TXN_7384527,CUST_21,Other,undefined,233.2699682136656,2.0,unknown,Digital Wallet,Online,01/01/2023,False
TXN_3788122,CUST_24,Milk Products,,-32.0,,1350.7415576490628,Cash,Online,2024-12-24,False
TXN_2475853,CUST_05,UNKNOWN,,11.0,5.0,N/A,Credit Card,Online,27-02-1990,no
TXN_2361835,CUST_02,???,UNKNOWN,-26.0,unknown,335.32408928057,Credit Card,In-store,1995-04-04,
TXN_5237132,CUST_08,undefined,Tableet,41.0,-2.0,error,,,2018-09-09,
TXN_7487450,CUST_13,Computers and electric accessories,Laptoppp,207.9083965449642,unknown,87.0,,In-store,2022-03-12,False
TXN_1892600,CUST_04,Furniture,Item_10_FUR,18.5,9.0,-166.5,Cash,Online,2026-08-24,True
TXN_1676641,CUST_04,Patisserie,Laptoppp,200.1395498155168,,244.31474527088872,Credit Card,In-store,2023-02-14,
TXN_3392533,CUST_17,Butchers,,8.0,,-32.0,Credit Card,In-store,2024-07-01,False
TXN_1411832,CUST_13,Food,Item_3_FOOD,149.1688092770189,N/A,80.0,Cash,Online,2022-11-23,False
TXN_7833408,CUST_10,Patisserie,,128.35559227537934,2.0,3127.4032011215872,Creditt Card,In-store,2024-09-20,True
TXN_4802346,CUST_10,Beverages,item_x,,54.0,165.75437291929532,,In-store,2003-07-28,False
TXN_4671556,CUST_06,Food,,-73.36687495753885,3.0,,Wiretransfer,In-store,,False
TXN_7818602,CUST_19,,Item_11_BEV,20.0,4.0,,,???,2001-10-07,True
TXN_4962457,,Butchers,Item_20_BUT,33.5,37.0,,Cash,In-store,2027-05-02,False
TXN_4786582,CUST_16,undefined,,-71.54639627714114,1.0,unknown,Credit Card,Online,2023-12-18,
TXN_3026219,CUST_02,Electric household essentials,PHON3,unknown,-4.0,-183.79728443204243,DEBIT,In-store,2023-08-18,False
TXN_1871707,CUST_10,,,,47.0,-33.5,Digital Wallet,In-store,,False
TXN_8789796,C-2874,Electric household essentials,item_x,$$$,,$$$,Credit Card,Online,2027-08-05,
TXN_3822308,CUST_02,UNKNOWN,Item_4_EHE,9.5,6.0,unknown,paypal,N/A,2024-05-06,False
TXN_8911952,CUST_23,Electric household essentials,Item_9_EHE,288.2195507928837,-7.0,119.0,DEBIT,,2024-06-07,False
TXN_6766893,CUST_02,Furniture,,-41.0,7.0,,,In-store,2023-04-29,False
TXN_1629845,CUST_04,Furniture,,error,7.0,182.0,,Online,2010/01/10,False
,CUST_03,,Item_7_CEA,14.0,3.0,42.0,Credit Card,N/A,2013-03-07,False
TXN_7477131,,Patisserie,,-49.41965827371175,-10.0,,Wiretransfer,Online,,
TXN_5968294,C-4674,,Item_12_EHE,21.5,unknown,-64.5,Digital Wallet,Online,2027-11-29,True
TXN_9080405,CUST_05,Food,Item_11_FOOD,180.7147669238941,-8.0,-415.3673610788766,Credit Card,In-store,2027-05-23,False
TXN_2315839,CUST_06,N/A,Item_4_FOOD,unknown,error,1010.3321580653557,Cash,In-store,2023/07/27,
TXN_8137790,CUST_07,CAT_X,Item_6_FUR,-12.5,-5.0,unknown,Wiretransfer,Online,01/01/2023,
TXN_9911083,CUST_07,Electric household essentials,Laptoppp,$$$,-9.0,unknown,,In-store,2023-10-18,N
TXN_3206633,CUST_16,,Item_2_CEA,-6.5,-2.0,3892.489794114648,Digital Wallet,Online,2011-04-14,False
TXN_4524628,CUST_11,Electric household essentials,,-12.5,unknown,,Cahs,Online,2023-08-06,True
TXN_5453068,CUST_25,Milk Products,undefined,N/A,error,-87.5,Credit Card,Online,2022-01-05,
TXN_3721973,CUST_16,,N/A,,unknown,-72.0,Credit Card,In-store,2024-08-31,
TXN_8919975,CUST_05,Milk Products,,unknown,6.0,932.2714019963923,,Online,,
TXN_8286464,CUST_18,,,$$$,error,2183.863405236196,,In-store,,True
TXN_2291678,CUST_21,Milk Products,UNKNOWN,27.5,N/A,error,Credit Card,In-store,2024-12-22,True
TXN_3974545,CUST_14,,Item_11_FOOD,-20.0,10.0,,Cash,Online,2023-05-03,0
TXN_5266615,CUST_20,,,,,,Creditt Card,In-store,2026-08-14,
TXN_1429617,CUST_12,Milk Products,,error,51.0,unknown,paypal,In-store,2000-08-21,True
TXN_6995866,CUST_15,Butchers,Item_6_BUT,12.5,7.0,155.97001813458127,Cash,In-store,2023-07-19,
TXN_4062533,CUST_22,Computers and electric accessories,Item_19_CEA,-32.0,error,3985.1628986497535,Credit Card,In-store,1992-04-28,True
TXN_6190160,CUST_05,Butchers,Item_6_BUT,unknown,37.0,94.472731812202,Credit Card,In-store,2023-06-17,True
TXN_9442836,CUST_17,,PHON3,15.5,unknown,139.5,undefined,In-store,2023-02-21,False
TXN_6992970,CUST_01,,Item_11_FOOD,,-6.0,error,???,Loc_X,1990-03-17,True
TXN_9637464,CUST_18,Misc,UNKNOWN,-15.5,8.0,124.0,Cash,Online,2022-03-25,
TXN_8241824,CUST_13,Patisserie,Item_13_PAT,23.0,-8.0,-680.2489241458603,Digital Wallet,Online,06-15-2003,True
TXN_1681196,CUST_18,Food,N/A,29.0,,-116.0,undefined,In-store,2022-08-06,False
TXN_4521411,CUST_24,,???,error,59.0,110.0,Credit Card,Online,19/07/2026,
TXN_2274356,CUST_03,Food,,8.0,,,Cash,In-store,05-13-2024,
TXN_4086512,CUST_13,,Item_16_FOOD,-29.492847205165475,,,,Loc_X,2019-06-10,
TXN_1757980,CUST_02,,???,,7.0,171.5,Cash,In-store,29-10-2026,
TXN_7586947,CUST_24,,Item_17_FOOD,,,542.9366450281688,Credit Card,Online,2024-01-28,False
TXN_2781552,C-9056,CAT_X,UNKNOWN,N/A,36.0,,Cash,Online,2024-09-09,
TXN_7842114,CUST_23,Food,Item_14_FOOD,-39.3577543844204,6.0,unknown,,Online,,False
TXN_1421687,CUST_19,Beverages,PHON3,38.0,7.0,266.0,Cash,Online,2022-09-14,True
,CUST_04,,,,N/A,-503.7639008281862,Cash,In-store,,
TXN_7199751,CUST_12,Butchers,Item_15_BUT,26.0,5.0,130.0,Credit Card,In-store,2024-11-18,False
TXN_4401677,CUST_25,,Item_5_FUR,-91.84078583822357,unknown,22.0,Digital Wallet,,2001-11-09,True
TXN_3450894,CUST_03,Furniture,,35.0,,$$$,Credit Card,In-store,07/12/2006,
TXN_3905417,,Furniture,Item_24_FUR,error,,,Credit Card,Online,06-24-2007,False
TXN_7604627,CUST_09,Butchers,Item_22_BUT,36.5,2.0,N/A,Cash,Online,2023-04-19,True
TXN_7007206,CUST_19,Furniture,,-15.006301725507441,N/A,493.8334609319298,,In-store,05-22-2022,
TXN_8773638,CUST_12,,Item_7_BUT,unknown,4.0,1632.0602557376346,Digital Wallet,,1997-01-05,
TXN_8912253,CUST_22,,,-35.0,10.0,,,Online,11-12-2022,False
TXN_3882852,CUST_07,Milk Products,,,2.0,error,,In-store,2018-12-26,True
TXN_9706254,CUST_10,Food,Item_4_FOOD,211.19028413507664,10.0,N/A,Cash,Online,2023/08/09,True
TXN_4635603,CUST_07,cat1,Item_25_FOOD,41.0,N/A,,Cash,Online,2024-09-02,
TXN_5744111,CUST_13,CAT_X,Item_3_BEV,-8.0,N/A,71.27211588800614,Credit Card,Online,2024-08-21,
TXN_3152795,CUST_10,,???,35.0,,210.0,Digital Wallet,Online,2023-08-14,True
TXN_3475226,CUST_12,N/A,,unknown,error,unknown,,???,2022-01-19,
TXN_1945001,CUST_19,Beverages,UNKNOWN,,,,Credit Card,In-store,2019-04-08,False
TXN_5543359,CUST_09,Beverages,Item_13_BEV,N/A,2.0,N/A,Credit Card,In-store,2022-12-04,
TXN_2151215,CUST_02,Butchers,item_x,11.0,-4.0,,DEBIT,In-store,,False
TXN_1709660,CUST_18,Electric household essentials,undefined,15.5,37.0,N/A,,In-store,2024-06-19,
TXN_8230533,CUST_21,N/A,Item_20_MILK,244.3981570227601,-10.0,335.0,Credit Card,Online,10-20-2023,False
TXN_8572635,CUST_24,Furniture,???,26.0,error,error,Wiretransfer,,,
TXN_5844885,CUST_06,,,33.5,1.0,,Digital Wallet,Online,2024-11-24,
TXN_4994236,CUST_18,,,error,6.0,237.0,Cahs,In-store,2005-07-03,
TXN_2181378,CUST_04,Electric household essentials,Item_20_EHE,239.2512416935934,,,Credit Card,In-store,01/01/2023,True
TXN_3030052,CUST_13,Food,Item_24_FOOD,223.1363755699477,error,-79.0,paypal,N/A,2022-02-06,False
